Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
277,BLACKWOOD MAIN-194,BLACKWOOD MAIN,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAKEA COURT, COROMANDEL VALLEY SA","3 HAKEA COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.04065642189444,138.62161591032313,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
278,CORO STREETS-42,CORO STREETS,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAKEA COURT, COROMANDEL VALLEY SA","3 HAKEA COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.04065642189444,138.62161591032313,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
282,BLACKWOOD MAIN-198,BLACKWOOD MAIN,HAWKER AVENUE,BELAIR,HAWKER AVENUE,BELAIR,HAWKER AVENUE|BELAIR,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAWKER AVENUE, BELAIR SA","32 HAWKER AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.00543572851749,138.60731399094718,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
283,BLACKWOOD MAIN-199,BLACKWOOD MAIN,HAWTHORNDENE DRIVE,HAWTHORNDENE,HAWTHORNDENE DRIVE,HAWTHORNDENE,HAWTHORNDENE DRIVE|HAWTHORNDENE,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAWTHORNDENE DRIVE, HAWTHORNDENE SA","8 HAWTHORNDENE DRIVE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.01740448486227,138.6215732174955,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
284,BLACKWOOD PARK-32,BLACKWOOD PARK,HAYMAN RETREAT,CRAIGBURN FARM,HAYMAN RETREAT,CRAIGBURN FARM,HAYMAN RETREAT|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HAYMAN RETREAT, CRAIGBURN FARM SA","5 HAYMAN RETREAT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03580544935277,138.60469389653693,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
288,BLACKWOOD MAIN-201,BLACKWOOD MAIN,HEWITT AVENUE,HAWTHORNDENE,HEWITT AVENUE,HAWTHORNDENE,HEWITT AVENUE|HAWTHORNDENE,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 HEWITT AVENUE, HAWTHORNDENE SA","1 HEWETT AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed No. 1,98.46,-35.02237766562309,138.62192596698395,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for HEWETT AVENUE, HAWTHORNDENE.",,
289,CORO EAST & CHERRY-12,CORO EAST & CHERRY,HICKS HILL ROAD,CHERRY GARDENS,HICKS HILL ROAD,CHERRY GARDENS,HICKS HILL ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HICKS HILL ROAD, CHERRY GARDENS SA","60 HICKS HILL ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.069949927699405,138.6436171253922,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
291,BLACKWOOD PARK-33,BLACKWOOD PARK,HIGHFIELD DRIVE,CRAIGBURN FARM,HIGHFIELD DRIVE,CRAIGBURN FARM,HIGHFIELD DRIVE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HIGHFIELD DRIVE, CRAIGBURN FARM SA","45 HIGHFIELD DRIVE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.037098864143765,138.60603445132514,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
302,BLACKWOOD MAIN-210,BLACKWOOD MAIN,HILLTOP DRIVE,HAWTHORNDENE,HILLTOP DRIVE,HAWTHORNDENE,HILLTOP DRIVE|HAWTHORNDENE,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"2 HILLTOP DRIVE, HAWTHORNDENE SA","2 HILLTOP DRIVE, UPPER STURT, SOUTH AUSTRALIA, 5156",Reviewed No. 2,55,-35.02757018078595,138.670028153784,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for HILLTOP DRIVE, UPPER STURT.",,
305,BLACKWOOD PARK-34,BLACKWOOD PARK,HOLLYHOCK COURT,CRAIGBURN FARM,HOLLYHOCK COURT,CRAIGBURN FARM,HOLLYHOCK COURT|CRAIGBURN FARM,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"HOLLYHOCK COURT, CRAIGBURN FARM SA","13 HOLLY HOCK COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,98.37,-35.04323417925057,138.6110519258947,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for HOLLY HOCK COURT, CRAIGBURN FARM.",,
311,BLACKWOOD MAIN-217,BLACKWOOD MAIN,HUNTINGDON DRIVE,GLENALTA,HUNTINGDON DRIVE,GLENALTA,HUNTINGDON DRIVE|GLENALTA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"HUNTINGDON DRIVE, GLENALTA SA","3 HUNTINGDON DRIVE, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.0157063776425,138.62123309796854,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
317,CORO EAST & CHERRY-13,CORO EAST & CHERRY,JACOBS ROAD,CHERRY GARDENS,JACOBS ROAD,CHERRY GARDENS,JACOBS ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"JACOBS ROAD, CHERRY GARDENS SA","20 JACOBS ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.06511887847727,138.65530499850854,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
325,BLACKWOOD MAIN-226,BLACKWOOD MAIN,JOHNSON PARADE,BLACKWOOD,JOHNSON PARADE,BLACKWOOD,JOHNSON PARADE|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"1 JOHNSON PARADE, BLACKWOOD SA","1 JOHNSON PARADE, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed No. 1,100,-35.02525729684803,138.61821044577093,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
326,BLACKWOOD MAIN-227,BLACKWOOD MAIN,JUBILEE DRIVE,BELAIR NATIONAL PARK,JUBILEE DRIVE,BELAIR NATIONAL PARK,JUBILEE DRIVE|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,55,-35.0076162646897,138.6497405220847,No,Directions and park naming indicate the reviewed Queens Jubilee Drive official candidate is the best live-map starting point.,,
332,BLACKWOOD MAIN-232,BLACKWOOD MAIN,KENT AVENUE,GLENALTA,KENT AVENUE,GLENALTA,KENT AVENUE|GLENALTA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"KENT AVENUE, GLENALTA SA","3 KENT AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.01564678557057,138.6250818563812,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
337,BLACKWOOD MAIN-235,BLACKWOOD MAIN,KINNANE CRESCENT,PASADENA,KINNANE CRESCENT,PASADENA,KINNANE CRESCENT|PASADENA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"KINNANE CRESCENT, PASADENA SA","4 KINNANE CRESCENT, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed street-only,100,-35.01048593425487,138.59102329734984,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
343,BLACKWOOD MAIN-240,BLACKWOOD MAIN,KROWALLE COURT,HAWTHORNDENE,KROWALLE COURT,HAWTHORNDENE,KROWALLE COURT|HAWTHORNDENE,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 KROWALLE COURT, HAWTHORNDENE SA","1 KROWALLE CRESCENT, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed No. 1,89.24,-35.029223104763126,138.6323602719484,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for KROWALLE CRESCENT, HAWTHORNDENE.",,
344,BLACKWOOD MAIN-241,BLACKWOOD MAIN,LAFFERS ROAD,BELAIR · GLENALTA,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,UPPER STURT ROAD|BELAIR,"2 UPPER STURT ROAD, BELAIR SA","2 UPPER STURT ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.998930586791175,138.63197212299033,No,The Directions entry spans multiple locality fields. A reviewed official approach point (UPPER STURT ROAD|BELAIR) was selected without merging it with other same-name street records.,,
345,CORO EAST & CHERRY-15,CORO EAST & CHERRY,LAFFERTY ROAD,CHANDLERS HILL,LAFFERTY ROAD,CHANDLERS HILL,LAFFERTY ROAD|CHANDLERS HILL,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"1 LAFFERTY ROAD, CHANDLERS HILL SA","1 LAFFERTY ROAD, CHANDLERS HILL, SOUTH AUSTRALIA, 5159",Reviewed No. 1,100,-35.09569939514907,138.6259278859158,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
346,CORO EAST & CHERRY-14,CORO EAST & CHERRY,LAFFERTY ROAD,CHERRY GARDENS,LAFFERTY ROAD,CHERRY GARDENS,LAFFERTY ROAD|CHERRY GARDENS,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 LAFFERTY ROAD, CHERRY GARDENS SA","1 LAFFERTY ROAD, CHANDLERS HILL, SOUTH AUSTRALIA, 5159",Reviewed No. 1,55,-35.09569939514907,138.6259278859158,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for LAFFERTY ROAD, CHANDLERS HILL.",,
347,BLACKWOOD MAIN-242,BLACKWOOD MAIN,LALOR COURT,BELAIR,LALOR COURT,BELAIR,LALOR COURT|BELAIR,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,HORSELL ROAD|BELAIR,"1 HORSELL ROAD, BELAIR SA","1 HORSELL ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.995440626017626,138.64034187396433,No,Directions place Lalor Court as the first left from Horsell Road.,,
353,CORO EAST & CHERRY-16,CORO EAST & CHERRY,LEWIS STREET,CHERRY GARDENS,LEWIS STREET,CHERRY GARDENS,LEWIS STREET|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"1 LEWIS STREET, CHERRY GARDENS SA","1 LEWIS STREET, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed No. 1,100,-35.07379032543326,138.64364345263593,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
356,BLACKWOOD MAIN-247,BLACKWOOD MAIN,LIND AVENUE,BELAIR,LIND AVENUE,BELAIR,LIND AVENUE|BELAIR,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"LIND AVENUE, BELAIR SA","10 LIND AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.0089666032509,138.60133414888767,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
361,BLACKWOOD MAIN-252,BLACKWOOD MAIN,LITTLE JOHN STREET,GLENALTA,LITTLE JOHN STREET,GLENALTA,LITTLE JOHN STREET|GLENALTA,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,HUNTINGDON DRIVE|GLENALTA,"HUNTINGDON DRIVE, GLENALTA SA","3 HUNTINGDON DRIVE, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-35.0157063776425,138.62123309796854,No,Directions place Little John Street as the first right from Huntingdon Drive.,,
362,BLACKWOOD MAIN-253,BLACKWOOD MAIN,LONGVIEW AVENUE,BELAIR,LONGVIEW AVENUE,BELAIR,LONGVIEW AVENUE|BELAIR,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"LONGVIEW AVENUE, BELAIR SA","36 LONGVIEW AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.00711693649298,138.616496150854,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
368,CORO EAST & CHERRY-17,CORO EAST & CHERRY,MAHAR ROAD,CHERRY GARDENS,MAHAR ROAD,CHERRY GARDENS,MAHAR ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MAHAR ROAD, CHERRY GARDENS SA","24 MAHAR ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.07189814373446,138.6625837698493,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
369,BLACKWOOD MAIN-259,BLACKWOOD MAIN,MAIN RD,"BLACKWOOD · COROMANDEL AREA · 357 ABOVE, & 358 ABOVE",,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,HEWITT AVENUE|HAWTHORNDENE,"1 HEWITT AVENUE, HAWTHORNDENE SA","1 HEWETT AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,98.46,-35.02237766562309,138.62192596698395,No,The Directions entry spans multiple locality fields. A reviewed official approach point (HEWITT AVENUE|HAWTHORNDENE) was selected without merging it with other same-name street records.,,
370,CORO EAST & CHERRY-18,CORO EAST & CHERRY,MAIN ROAD,CHERRY GARDENS · CHANDLERS HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,The Directions entry spans multiple locality fields. A reviewed official approach point (ACKLAND HILL ROAD|COROMANDEL VALLEY) was selected without merging it with other same-name street records.,,
371,CORO STREETS-59,CORO STREETS,MAIN ROAD,COROMANDEL VALLEY · CHERRY GARDENS · CHANDLERS HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,The Directions entry spans multiple locality fields. A reviewed official approach point (ACKLAND HILL ROAD|COROMANDEL VALLEY) was selected without merging it with other same-name street records.,,
372,BLACKWOOD PARK-38,BLACKWOOD PARK,MALBEC STREET,CRAIGBURN FARM,MALBEC STREET,CRAIGBURN FARM,MALBEC STREET|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MALBEC STREET, CRAIGBURN FARM SA","6 MALBEC STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03946813819154,138.6140875638274,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
373,BLACKWOOD MAIN-260,BLACKWOOD MAIN,MALCOLM STREET,BEDFORD PARK,MALCOLM STREET,BEDFORD PARK,MALCOLM STREET|BEDFORD PARK,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MALCOLM STREET, BEDFORD PARK SA","14 MALCOLM STREET, BEDFORD PARK, SOUTH AUSTRALIA, 5042",Reviewed street-only,100,-35.02535887020048,138.56478143928763,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
380,CORO EAST & CHERRY-19,CORO EAST & CHERRY,MARSHALL ROAD,CHERRY GARDENS,MARSHALL ROAD,CHERRY GARDENS,MARSHALL ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MARSHALL ROAD, CHERRY GARDENS SA","55 MARSHALL ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.074653609985674,138.63201214751626,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
384,CORO EAST & CHERRY-20,CORO EAST & CHERRY,MATTHEWS ROAD,DORSET VALE,MATTHEWS ROAD,DORSET VALE,MATTHEWS ROAD|DORSET VALE,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,CHERRY GARDENS ROAD|CHERRY GARDENS,"CHERRY GARDENS ROAD, CHERRY GARDENS SA","11 CHERRY GARDENS ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,100,-35.07102578695614,138.62775175909036,No,Directions reach Matthews Road via Cherry Gardens Road and Dorset Vale Road; use the reviewed official Cherry Gardens Road approach area.,,
393,BLACKWOOD MAIN-269,BLACKWOOD MAIN,MELIA GROVE,PASADENA,MELIA GROVE,PASADENA,MELIA GROVE|PASADENA,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,PRITCHARD GROVE|PASADENA,"PRITCHARD GROVE, PASADENA SA","3 PRITCHARD GROVE, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed Directions route vicinity anchor,100,-35.008813976392055,138.59262997076374,No,Directions place Melia Grove immediately from Pritchard Grove.,,
395,BLACKWOOD MAIN-271,BLACKWOOD MAIN,MELVILLE GULLY ROAD,BELAIR NATIONAL PARK,MELVILLE GULLY ROAD,BELAIR NATIONAL PARK,MELVILLE GULLY ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,55,-35.0076162646897,138.6497405220847,No,Internal park road from the Long Gully area; use the reviewed official park-road starting point.,,
398,CORO STREETS-66,CORO STREETS,MEWS WAY,COROMANDEL VALLEY,MEWS WAY,COROMANDEL VALLEY,MEWS WAY|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MEWS WAY, COROMANDEL VALLEY SA","3 MEWS WAY, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.05419591852314,138.62167407930082,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
407,BLACKWOOD MAIN-281,BLACKWOOD MAIN,MITCHELL CRESCENT,PASADENA,MITCHELL CRESCENT,PASADENA,MITCHELL CRESCENT|PASADENA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MITCHELL CRESCENT, PASADENA SA","3 MITCHELL CRESCENT, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed street-only,100,-35.01108932621897,138.59155215475235,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
409,BLACKWOOD MAIN-282,BLACKWOOD MAIN,MONALTA DRIVE,BELAIR,MONALTA DRIVE,BELAIR,MONALTA DRIVE|BELAIR,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MONALTA DRIVE, BELAIR SA","3 MONALTA DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.00308602201574,138.62606877224704,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
412,BLACKWOOD MAIN-285,BLACKWOOD MAIN,MOUNT BARKER ROAD,EAGLE ON THE HILL · LEAWOOD GARDENS,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,JAMES ROAD|BELAIR,"2 JAMES ROAD, BELAIR SA","2 JAMES ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.99664545319125,138.6307084152919,No,The Directions entry spans multiple locality fields. A reviewed official approach point (JAMES ROAD|BELAIR) was selected without merging it with other same-name street records.,,
414,BLACKWOOD MAIN-287,BLACKWOOD MAIN,MOUNTBATTEN ROAD,BELLEVUE HEIGHTS,MOUNTBATTEN ROAD,BELLEVUE HEIGHTS,MOUNTBATTEN ROAD|BELLEVUE HEIGHTS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MOUNTBATTEN ROAD, BELLEVUE HEIGHTS SA","34 MOUNTBATTEN ROAD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.032007210786205,138.59428520726908,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
417,BLACKWOOD MAIN-290,BLACKWOOD MAIN,MURRAY STREET,BLACKWOOD,MURRAY STREET,BLACKWOOD,MURRAY STREET|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MURRAY STREET, BLACKWOOD SA","5 MURRAY STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02307409237411,138.61867455238485,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
418,CORO STREETS-69,CORO STREETS,MURRAY'S HILL ROAD,COROMANDEL VALLEY · FLAGSTAFF HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GLENDALE AVENUE|FLAGSTAFF HILL,"2 GLENDALE AVENUE, FLAGSTAFF HILL SA","2 GLENDALE AVENUE, FLAGSTAFF HILL, SOUTH AUSTRALIA, 5159",Reviewed Directions route vicinity anchor,100,-35.05750496843955,138.6146694314909,No,The Directions entry spans multiple locality fields. A reviewed official approach point (GLENDALE AVENUE|FLAGSTAFF HILL) was selected without merging it with other same-name street records.,,
419,BLACKWOOD MAIN-291,BLACKWOOD MAIN,MURRAYS HILL ROAD,COROMANDEL VALLEY,MURRAYS HILL ROAD,COROMANDEL VALLEY,MURRAYS HILL ROAD|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MURRAYS HILL ROAD, COROMANDEL VALLEY SA","60 MURRAYS HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.05303431783751,138.61142424292916,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
425,BLACKWOOD MAIN-296,BLACKWOOD MAIN,NARDU CRESCENT,BELAIR,NARDU CRESCENT,BELAIR,NARDU CRESCENT|BELAIR,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ADAMSON AVENUE|BELAIR,"1 ADAMSON AVENUE, BELAIR SA","1 ADAMSON AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.997909338776445,138.6141023284303,No,Directions place Nardu Crescent as the second right from Adamson Avenue.,,
427,BLACKWOOD MAIN-298,BLACKWOOD MAIN,NERLI STREET,EDEN HILLS,NERLI STREET,EDEN HILLS,NERLI STREET|EDEN HILLS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,EURILPA STREET|EDEN HILLS,"1 EURILPA STREET, EDEN HILLS SA","1 EURILPA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.019248815016724,138.59795679044697,No,Directions place Nerli Street as the second left from Eurilpa Street.,,
429,BLACKWOOD PARK-40,BLACKWOOD PARK,NEWLAND COURT,CRAIGBURN FARM,NEWLAND COURT,CRAIGBURN FARM,NEWLAND COURT|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"NEWLAND COURT, CRAIGBURN FARM SA","3 NEWLAND COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03502968509703,138.6155480143066,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
