Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Review category,Status,Hydrants pill,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Fallback address when grey
282,BLACKWOOD MAIN-198,BLACKWOOD MAIN,HAWKER AVENUE,BELAIR,HAWKER AVENUE,BELAIR,HAWKER AVENUE|BELAIR,No,Ambiguous,Ambiguous,Grey fallback,"1 HAWKER AVENUE, BELAIR SA | 2 HAWKER AVENUE, BELAIR SA | HAWKER AVENUE, BELAIR SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
283,BLACKWOOD MAIN-199,BLACKWOOD MAIN,HAWTHORNDENE DRIVE,HAWTHORNDENE,HAWTHORNDENE DRIVE,HAWTHORNDENE,HAWTHORNDENE DRIVE|HAWTHORNDENE,No,Ambiguous,Ambiguous,Grey fallback,"1 HAWTHORNDENE DRIVE, HAWTHORNDENE SA | 2 HAWTHORNDENE DRIVE, HAWTHORNDENE SA | HAWTHORNDENE DRIVE, HAWTHORNDENE SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
284,BLACKWOOD PARK-32,BLACKWOOD PARK,HAYMAN RETREAT,CRAIGBURN FARM,HAYMAN RETREAT,CRAIGBURN FARM,HAYMAN RETREAT|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Grey fallback,"1 HAYMAN RETREAT, CRAIGBURN FARM SA | 2 HAYMAN RETREAT, CRAIGBURN FARM SA | HAYMAN RETREAT, CRAIGBURN FARM SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
288,BLACKWOOD MAIN-201,BLACKWOOD MAIN,HEWITT AVENUE,HAWTHORNDENE,HEWITT AVENUE,HAWTHORNDENE,HEWITT AVENUE|HAWTHORNDENE,No,Failed,Failed,Grey fallback,"1 HEWITT AVENUE, HAWTHORNDENE SA | 2 HEWITT AVENUE, HAWTHORNDENE SA | HEWITT AVENUE, HAWTHORNDENE SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
289,CORO EAST & CHERRY-12,CORO EAST & CHERRY,HICKS HILL ROAD,CHERRY GARDENS,HICKS HILL ROAD,CHERRY GARDENS,HICKS HILL ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 HICKS HILL ROAD, CHERRY GARDENS SA | 2 HICKS HILL ROAD, CHERRY GARDENS SA | HICKS HILL ROAD, CHERRY GARDENS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
291,BLACKWOOD PARK-33,BLACKWOOD PARK,HIGHFIELD DRIVE,CRAIGBURN FARM,HIGHFIELD DRIVE,CRAIGBURN FARM,HIGHFIELD DRIVE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Grey fallback,"1 HIGHFIELD DRIVE, CRAIGBURN FARM SA | 2 HIGHFIELD DRIVE, CRAIGBURN FARM SA | HIGHFIELD DRIVE, CRAIGBURN FARM SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
302,BLACKWOOD MAIN-210,BLACKWOOD MAIN,HILLTOP DRIVE,HAWTHORNDENE,HILLTOP DRIVE,HAWTHORNDENE,HILLTOP DRIVE|HAWTHORNDENE,No,Failed,Failed,Grey fallback,"1 HILLTOP DRIVE, HAWTHORNDENE SA | 2 HILLTOP DRIVE, HAWTHORNDENE SA | HILLTOP DRIVE, HAWTHORNDENE SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
305,BLACKWOOD PARK-34,BLACKWOOD PARK,HOLLYHOCK COURT,CRAIGBURN FARM,HOLLYHOCK COURT,CRAIGBURN FARM,HOLLYHOCK COURT|CRAIGBURN FARM,No,Failed,Failed,Grey fallback,"1 HOLLYHOCK COURT, CRAIGBURN FARM SA | 2 HOLLYHOCK COURT, CRAIGBURN FARM SA | HOLLYHOCK COURT, CRAIGBURN FARM SA",,,,,,No,street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
311,BLACKWOOD MAIN-217,BLACKWOOD MAIN,HUNTINGDON DRIVE,GLENALTA,HUNTINGDON DRIVE,GLENALTA,HUNTINGDON DRIVE|GLENALTA,No,Ambiguous,Ambiguous,Grey fallback,"1 HUNTINGDON DRIVE, GLENALTA SA | 2 HUNTINGDON DRIVE, GLENALTA SA | HUNTINGDON DRIVE, GLENALTA SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
317,CORO EAST & CHERRY-13,CORO EAST & CHERRY,JACOBS ROAD,CHERRY GARDENS,JACOBS ROAD,CHERRY GARDENS,JACOBS ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 JACOBS ROAD, CHERRY GARDENS SA | 2 JACOBS ROAD, CHERRY GARDENS SA | JACOBS ROAD, CHERRY GARDENS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
325,BLACKWOOD MAIN-226,BLACKWOOD MAIN,JOHNSON PARADE,BLACKWOOD,JOHNSON PARADE,BLACKWOOD,JOHNSON PARADE|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 JOHNSON PARADE, BLACKWOOD SA | 2 JOHNSON PARADE, BLACKWOOD SA | JOHNSON PARADE, BLACKWOOD SA",,,,,,No,No. 1: 2 distinct exact candidates; street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
326,BLACKWOOD MAIN-227,BLACKWOOD MAIN,JUBILEE DRIVE,BELAIR NATIONAL PARK,JUBILEE DRIVE,BELAIR NATIONAL PARK,JUBILEE DRIVE|BELAIR NATIONAL PARK,No,Failed,Failed,Grey fallback,"1 JUBILEE DRIVE, BELAIR NATIONAL PARK SA | 2 JUBILEE DRIVE, BELAIR NATIONAL PARK SA | JUBILEE DRIVE, BELAIR NATIONAL PARK SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
332,BLACKWOOD MAIN-232,BLACKWOOD MAIN,KENT AVENUE,GLENALTA,KENT AVENUE,GLENALTA,KENT AVENUE|GLENALTA,No,Ambiguous,Ambiguous,Grey fallback,"1 KENT AVENUE, GLENALTA SA | 2 KENT AVENUE, GLENALTA SA | KENT AVENUE, GLENALTA SA",,,,,,No,street-only: 6 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
337,BLACKWOOD MAIN-235,BLACKWOOD MAIN,KINNANE CRESCENT,PASADENA,KINNANE CRESCENT,PASADENA,KINNANE CRESCENT|PASADENA,No,Ambiguous,Ambiguous,Grey fallback,"1 KINNANE CRESCENT, PASADENA SA | 2 KINNANE CRESCENT, PASADENA SA | KINNANE CRESCENT, PASADENA SA",,,,,,No,street-only: 9 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
343,BLACKWOOD MAIN-240,BLACKWOOD MAIN,KROWALLE COURT,HAWTHORNDENE,KROWALLE COURT,HAWTHORNDENE,KROWALLE COURT|HAWTHORNDENE,No,Failed,Failed,Grey fallback,"1 KROWALLE COURT, HAWTHORNDENE SA | 2 KROWALLE COURT, HAWTHORNDENE SA | KROWALLE COURT, HAWTHORNDENE SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
344,BLACKWOOD MAIN-241,BLACKWOOD MAIN,LAFFERS ROAD,BELAIR · GLENALTA,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
345,CORO EAST & CHERRY-15,CORO EAST & CHERRY,LAFFERTY ROAD,CHANDLERS HILL,LAFFERTY ROAD,CHANDLERS HILL,LAFFERTY ROAD|CHANDLERS HILL,No,Ambiguous,Ambiguous,Grey fallback,"1 LAFFERTY ROAD, CHANDLERS HILL SA | 2 LAFFERTY ROAD, CHANDLERS HILL SA | LAFFERTY ROAD, CHANDLERS HILL SA",,,,,,No,No. 1: 3 distinct exact candidates; street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
346,CORO EAST & CHERRY-14,CORO EAST & CHERRY,LAFFERTY ROAD,CHERRY GARDENS,LAFFERTY ROAD,CHERRY GARDENS,LAFFERTY ROAD|CHERRY GARDENS,No,Failed,Failed,Grey fallback,"1 LAFFERTY ROAD, CHERRY GARDENS SA | 2 LAFFERTY ROAD, CHERRY GARDENS SA | LAFFERTY ROAD, CHERRY GARDENS SA",,,,,,No,No. 1: returned suburb/locality does not exactly match; No. 1: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
347,BLACKWOOD MAIN-242,BLACKWOOD MAIN,LALOR COURT,BELAIR,LALOR COURT,BELAIR,LALOR COURT|BELAIR,No,Failed,Failed,Grey fallback,"1 LALOR COURT, BELAIR SA | 2 LALOR COURT, BELAIR SA | LALOR COURT, BELAIR SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
353,CORO EAST & CHERRY-16,CORO EAST & CHERRY,LEWIS STREET,CHERRY GARDENS,LEWIS STREET,CHERRY GARDENS,LEWIS STREET|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 LEWIS STREET, CHERRY GARDENS SA | 2 LEWIS STREET, CHERRY GARDENS SA | LEWIS STREET, CHERRY GARDENS SA",,,,,,No,No. 1: 3 distinct exact candidates; street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
356,BLACKWOOD MAIN-247,BLACKWOOD MAIN,LIND AVENUE,BELAIR,LIND AVENUE,BELAIR,LIND AVENUE|BELAIR,No,Ambiguous,Ambiguous,Grey fallback,"1 LIND AVENUE, BELAIR SA | 2 LIND AVENUE, BELAIR SA | LIND AVENUE, BELAIR SA",,,,,,No,street-only: 6 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
361,BLACKWOOD MAIN-252,BLACKWOOD MAIN,LITTLE JOHN STREET,GLENALTA,LITTLE JOHN STREET,GLENALTA,LITTLE JOHN STREET|GLENALTA,No,Failed,Failed,Grey fallback,"1 LITTLE JOHN STREET, GLENALTA SA | 2 LITTLE JOHN STREET, GLENALTA SA | LITTLE JOHN STREET, GLENALTA SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
362,BLACKWOOD MAIN-253,BLACKWOOD MAIN,LONGVIEW AVENUE,BELAIR,LONGVIEW AVENUE,BELAIR,LONGVIEW AVENUE|BELAIR,No,Ambiguous,Ambiguous,Grey fallback,"1 LONGVIEW AVENUE, BELAIR SA | 2 LONGVIEW AVENUE, BELAIR SA | LONGVIEW AVENUE, BELAIR SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
368,CORO EAST & CHERRY-17,CORO EAST & CHERRY,MAHAR ROAD,CHERRY GARDENS,MAHAR ROAD,CHERRY GARDENS,MAHAR ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 MAHAR ROAD, CHERRY GARDENS SA | 2 MAHAR ROAD, CHERRY GARDENS SA | MAHAR ROAD, CHERRY GARDENS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
369,BLACKWOOD MAIN-259,BLACKWOOD MAIN,MAIN RD,"BLACKWOOD · COROMANDEL AREA · 357 ABOVE, & 358 ABOVE",,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
370,CORO EAST & CHERRY-18,CORO EAST & CHERRY,MAIN ROAD,CHERRY GARDENS · CHANDLERS HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
371,CORO STREETS-59,CORO STREETS,MAIN ROAD,COROMANDEL VALLEY · CHERRY GARDENS · CHANDLERS HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
372,BLACKWOOD PARK-38,BLACKWOOD PARK,MALBEC STREET,CRAIGBURN FARM,MALBEC STREET,CRAIGBURN FARM,MALBEC STREET|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Grey fallback,"1 MALBEC STREET, CRAIGBURN FARM SA | 2 MALBEC STREET, CRAIGBURN FARM SA | MALBEC STREET, CRAIGBURN FARM SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
