Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
326,BLACKWOOD MAIN-227,BLACKWOOD MAIN,JUBILEE DRIVE,BELAIR NATIONAL PARK,JUBILEE DRIVE,BELAIR NATIONAL PARK,JUBILEE DRIVE|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,55,-35.0076162646897,138.6497405220847,No,Directions and park naming indicate the reviewed Queens Jubilee Drive official candidate is the best live-map starting point.,,
327,BLACKWOOD MAIN-228,BLACKWOOD MAIN,KALYRA ROAD,BELAIR,KALYRA ROAD,BELAIR,KALYRA ROAD|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KALYRA ROAD, BELAIR SA","1 KALYRA ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.003343957849445,138.6144812272757,No,,,
328,BLACKWOOD PARK-36,BLACKWOOD PARK,KAUFMANN PLACE,CRAIGBURN FARM,KAUFMANN PLACE,CRAIGBURN FARM,KAUFMANN PLACE|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KAUFMANN PLACE, CRAIGBURN FARM SA","1 KAUFMANN PLACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03455348218195,138.6118107909062,No,,,
329,BLACKWOOD MAIN-229,BLACKWOOD MAIN,KAURI ROAD,HAWTHORNDENE,KAURI ROAD,HAWTHORNDENE,KAURI ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KAURI ROAD, HAWTHORNDENE SA","1 KAURI ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01739007603293,138.62825357770203,No,,,
330,BLACKWOOD MAIN-230,BLACKWOOD MAIN,KAYS ROAD,TORRENS PARK,KAYS ROAD,TORRENS PARK,KAYS ROAD|TORRENS PARK,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KAYS ROAD, TORRENS PARK SA","1 KAYS ROAD, TORRENS PARK, SOUTH AUSTRALIA, 5062",No. 1,100,-34.989535140633,138.61106597895048,No,,,
331,BLACKWOOD MAIN-231,BLACKWOOD MAIN,KEITH ROAD,BLACKWOOD,KEITH ROAD,BLACKWOOD,KEITH ROAD|BLACKWOOD,No,Accepted,Accepted (preserved validated),Accepted,Accepted (preserved validated),Active,No,,No,,"1 Keith Road, Blackwood SA","1 KEITH ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02584040971901,138.619550289012,No,,,
332,BLACKWOOD MAIN-232,BLACKWOOD MAIN,KENT AVENUE,GLENALTA,KENT AVENUE,GLENALTA,KENT AVENUE|GLENALTA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"KENT AVENUE, GLENALTA SA","3 KENT AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.01564678557057,138.6250818563812,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
333,CORO STREETS-52,CORO STREETS,KERRY STREET,COROMANDEL VALLEY,KERRY STREET,COROMANDEL VALLEY,KERRY STREET|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KERRY STREET, COROMANDEL VALLEY SA","1 KERRY STREET, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05261379348517,138.61272939824778,No,,,
334,CORO STREETS-53,CORO STREETS,KESTREL PLACE,COROMANDEL VALLEY,KESTREL PLACE,COROMANDEL VALLEY,KESTREL PLACE|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KESTREL PLACE, COROMANDEL VALLEY SA","1 KESTREL PLACE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04249043461556,138.62721685353725,No,,,
335,BLACKWOOD MAIN-233,BLACKWOOD MAIN,KINDERGARTEN AVENUE,HAWTHORNDENE,KINDERGARTEN AVENUE,HAWTHORNDENE,KINDERGARTEN AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KINDERGARTEN AVENUE, HAWTHORNDENE SA","1 KINDERGARTEN AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01971665725303,138.63500829458337,No,,,
336,BLACKWOOD MAIN-234,BLACKWOOD MAIN,KINEDANA STREET,EDEN HILLS,KINEDANA STREET,EDEN HILLS,KINEDANA STREET|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KINEDANA STREET, EDEN HILLS SA","1 KINEDANA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.01760389594473,138.57894638584156,No,,,
337,BLACKWOOD MAIN-235,BLACKWOOD MAIN,KINNANE CRESCENT,PASADENA,KINNANE CRESCENT,PASADENA,KINNANE CRESCENT|PASADENA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"KINNANE CRESCENT, PASADENA SA","4 KINNANE CRESCENT, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed street-only,100,-35.01048593425487,138.59102329734984,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
338,BLACKWOOD MAIN-236,BLACKWOOD MAIN,KIRAWINA GROVE,GLENALTA,KIRAWINA GROVE,GLENALTA,KIRAWINA GROVE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KIRAWINA GROVE, GLENALTA SA","1 KIRAWINA GROVE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00770734272202,138.63290033621817,No,,,
339,BLACKWOOD MAIN-237,BLACKWOOD MAIN,KOOKABURRA CRESCENT,HAWTHORNDENE,KOOKABURRA CRESCENT,HAWTHORNDENE,KOOKABURRA CRESCENT|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KOOKABURRA CRESCENT, HAWTHORNDENE SA","1 KOOKABURRA CRESCENT, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.016525902046595,138.63709988736466,No,,,
340,BLACKWOOD MAIN-238,BLACKWOOD MAIN,KOOKABURRA PLACE,BELAIR,KOOKABURRA PLACE,BELAIR,KOOKABURRA PLACE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 KOOKABURRA PLACE, BELAIR SA","2 KOOKABURRA PLACE, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-35.00901943562511,138.61104143057457,No,,,
341,BLACKWOOD MAIN-239,BLACKWOOD MAIN,KOORINGA STREET,EDEN HILLS,KOORINGA STREET,EDEN HILLS,KOORINGA STREET|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KOORINGA STREET, EDEN HILLS SA","1 KOORINGA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02228943377927,138.60167711460312,No,,,
342,CORO STREETS-54,CORO STREETS,KRISTEN COURT,COROMANDEL VALLEY,KRISTEN COURT,COROMANDEL VALLEY,KRISTEN COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 KRISTEN COURT, COROMANDEL VALLEY SA","1 KRISTEN COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.050267111058695,138.61887556444836,No,,,
343,BLACKWOOD MAIN-240,BLACKWOOD MAIN,KROWALLE COURT,HAWTHORNDENE,KROWALLE COURT,HAWTHORNDENE,KROWALLE COURT|HAWTHORNDENE,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 KROWALLE COURT, HAWTHORNDENE SA","1 KROWALLE CRESCENT, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed No. 1,89.24,-35.029223104763126,138.6323602719484,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for KROWALLE CRESCENT, HAWTHORNDENE.",,
344,BLACKWOOD MAIN-241,BLACKWOOD MAIN,LAFFERS ROAD,BELAIR · GLENALTA,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,UPPER STURT ROAD|BELAIR,"2 UPPER STURT ROAD, BELAIR SA","2 UPPER STURT ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.998930586791175,138.63197212299033,No,The Directions entry spans multiple locality fields. A reviewed official approach point (UPPER STURT ROAD|BELAIR) was selected without merging it with other same-name street records.,,
345,CORO EAST & CHERRY-15,CORO EAST & CHERRY,LAFFERTY ROAD,CHANDLERS HILL,LAFFERTY ROAD,CHANDLERS HILL,LAFFERTY ROAD|CHANDLERS HILL,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"1 LAFFERTY ROAD, CHANDLERS HILL SA","1 LAFFERTY ROAD, CHANDLERS HILL, SOUTH AUSTRALIA, 5159",Reviewed No. 1,100,-35.09569939514907,138.6259278859158,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
346,CORO EAST & CHERRY-14,CORO EAST & CHERRY,LAFFERTY ROAD,CHERRY GARDENS,LAFFERTY ROAD,CHERRY GARDENS,LAFFERTY ROAD|CHERRY GARDENS,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 LAFFERTY ROAD, CHERRY GARDENS SA","1 LAFFERTY ROAD, CHANDLERS HILL, SOUTH AUSTRALIA, 5159",Reviewed No. 1,55,-35.09569939514907,138.6259278859158,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for LAFFERTY ROAD, CHANDLERS HILL.",,
347,BLACKWOOD MAIN-242,BLACKWOOD MAIN,LALOR COURT,BELAIR,LALOR COURT,BELAIR,LALOR COURT|BELAIR,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,HORSELL ROAD|BELAIR,"1 HORSELL ROAD, BELAIR SA","1 HORSELL ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.995440626017626,138.64034187396433,No,Directions place Lalor Court as the first left from Horsell Road.,,
348,BLACKWOOD MAIN-243,BLACKWOOD MAIN,LANDSDOWNE AVENUE,BELAIR,LANDSDOWNE AVENUE,BELAIR,LANDSDOWNE AVENUE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LANDSDOWNE AVENUE, BELAIR SA","1 LANDSDOWNE AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00220975172823,138.6262429234065,No,,,
349,BLACKWOOD MAIN-244,BLACKWOOD MAIN,LANGMAN COURT,BELAIR,LANGMAN COURT,BELAIR,LANGMAN COURT|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LANGMAN COURT, BELAIR SA","1 LANGMAN COURT, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99544115967797,138.63663951637318,No,,,
350,BLACKWOOD PARK-37,BLACKWOOD PARK,LASLETT COURT,CRAIGBURN FARM,LASLETT COURT,CRAIGBURN FARM,LASLETT COURT|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LASLETT COURT, CRAIGBURN FARM SA","1 LASLETT COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.034213006881444,138.61108056566658,No,,,
351,BLACKWOOD MAIN-245,BLACKWOOD MAIN,LEE STREET,EDEN HILLS,LEE STREET,EDEN HILLS,LEE STREET|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LEE STREET, EDEN HILLS SA","1 LEE STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02078504526498,138.6063519792308,No,,,
352,CORO STREETS-55,CORO STREETS,LENNON LODGE LANE,COROMANDEL VALLEY,LENNON LODGE LANE,COROMANDEL VALLEY,LENNON LODGE LANE|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 LENNON LODGE LANE, COROMANDEL VALLEY SA","2 LENNON LODGE LANE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.04180450318465,138.6271851896901,No,,,
353,CORO EAST & CHERRY-16,CORO EAST & CHERRY,LEWIS STREET,CHERRY GARDENS,LEWIS STREET,CHERRY GARDENS,LEWIS STREET|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"1 LEWIS STREET, CHERRY GARDENS SA","1 LEWIS STREET, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed No. 1,100,-35.07379032543326,138.64364345263593,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
354,CORO STREETS-56,CORO STREETS,LIGHT ROAD,COROMANDEL VALLEY,LIGHT ROAD,COROMANDEL VALLEY,LIGHT ROAD|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LIGHT ROAD, COROMANDEL VALLEY SA","1 LIGHT ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.047800532941245,138.61454544440394,No,,,
355,BLACKWOOD MAIN-246,BLACKWOOD MAIN,LIMPSFIELD AVENUE,HAWTHORNDENE,LIMPSFIELD AVENUE,HAWTHORNDENE,LIMPSFIELD AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LIMPSFIELD AVENUE, HAWTHORNDENE SA","1 LIMPSFIELD AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.021702229512336,138.63297095727057,No,,,
356,BLACKWOOD MAIN-247,BLACKWOOD MAIN,LIND AVENUE,BELAIR,LIND AVENUE,BELAIR,LIND AVENUE|BELAIR,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"LIND AVENUE, BELAIR SA","10 LIND AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.0089666032509,138.60133414888767,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
357,BLACKWOOD MAIN-248,BLACKWOOD MAIN,LINDSAY TERRACE,BELAIR,LINDSAY TERRACE,BELAIR,LINDSAY TERRACE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LINDSAY TERRACE, BELAIR SA","1 LINDSAY TERRACE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99863618416719,138.6313628607624,No,,,
358,BLACKWOOD MAIN-249,BLACKWOOD MAIN,LINFIELD AVENUE,BELAIR,LINFIELD AVENUE,BELAIR,LINFIELD AVENUE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LINFIELD AVENUE, BELAIR SA","1 LINFIELD AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.000786479586466,138.6301256581945,No,,,
359,BLACKWOOD MAIN-250,BLACKWOOD MAIN,LINKAGE GROVE,GLENALTA,LINKAGE GROVE,GLENALTA,LINKAGE GROVE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LINKAGE GROVE, GLENALTA SA","1 LINKAGE GROVE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00859819972563,138.6296270415449,No,,,
360,BLACKWOOD MAIN-251,BLACKWOOD MAIN,LISBURNE AVENUE,MITCHAM,LISBURNE AVENUE,MITCHAM,LISBURNE AVENUE|MITCHAM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 LISBURNE AVENUE, MITCHAM SA","2 LISBURNE AVENUE, MITCHAM, SOUTH AUSTRALIA, 5062",No. 2,100,-34.983783883088265,138.622129825236,No,,,
361,BLACKWOOD MAIN-252,BLACKWOOD MAIN,LITTLE JOHN STREET,GLENALTA,LITTLE JOHN STREET,GLENALTA,LITTLE JOHN STREET|GLENALTA,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,HUNTINGDON DRIVE|GLENALTA,"HUNTINGDON DRIVE, GLENALTA SA","3 HUNTINGDON DRIVE, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-35.0157063776425,138.62123309796854,No,Directions place Little John Street as the first right from Huntingdon Drive.,,
362,BLACKWOOD MAIN-253,BLACKWOOD MAIN,LONGVIEW AVENUE,BELAIR,LONGVIEW AVENUE,BELAIR,LONGVIEW AVENUE|BELAIR,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"LONGVIEW AVENUE, BELAIR SA","36 LONGVIEW AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.00711693649298,138.616496150854,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
363,CORO STREETS-57,CORO STREETS,LOTUS DRIVE,ABERFOYLE PARK,LOTUS DRIVE,ABERFOYLE PARK,LOTUS DRIVE|ABERFOYLE PARK,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LOTUS DRIVE, ABERFOYLE PARK SA","1 LOTUS DRIVE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",No. 1,100,-35.058782373420165,138.61537759876956,No,,,
364,BLACKWOOD MAIN-254,BLACKWOOD MAIN,LOUIS AVENUE,HAWTHORNDENE,LOUIS AVENUE,HAWTHORNDENE,LOUIS AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 LOUIS AVENUE, HAWTHORNDENE SA","2 LOUIS AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.024454315914674,138.63233305527075,No,,,
365,BLACKWOOD MAIN-255,BLACKWOOD MAIN,LOWAN AVENUE,GLENALTA,LOWAN AVENUE,GLENALTA,LOWAN AVENUE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LOWAN AVENUE, GLENALTA SA","1 LOWAN AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.01171868965325,138.63067052540737,No,,,
366,CORO STREETS-58,CORO STREETS,LYRIC PLACE,COROMANDEL VALLEY,LYRIC PLACE,COROMANDEL VALLEY,LYRIC PLACE|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 LYRIC PLACE, COROMANDEL VALLEY SA","1 LYRIC PLACE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05440013254874,138.6155106580824,No,,,
367,CORO STREETS-60,CORO STREETS,MAGAREY ROAD,COROMANDEL VALLEY,MAGAREY ROAD,COROMANDEL VALLEY,MAGAREY ROAD|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MAGAREY ROAD, COROMANDEL VALLEY SA","1 MAGAREY ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03485855801286,138.62528553674645,No,,,
368,CORO EAST & CHERRY-17,CORO EAST & CHERRY,MAHAR ROAD,CHERRY GARDENS,MAHAR ROAD,CHERRY GARDENS,MAHAR ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MAHAR ROAD, CHERRY GARDENS SA","24 MAHAR ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.07189814373446,138.6625837698493,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
369,BLACKWOOD MAIN-259,BLACKWOOD MAIN,MAIN RD,"BLACKWOOD · COROMANDEL AREA · 357 ABOVE, & 358 ABOVE",,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,HEWITT AVENUE|HAWTHORNDENE,"1 HEWITT AVENUE, HAWTHORNDENE SA","1 HEWETT AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,98.46,-35.02237766562309,138.62192596698395,No,The Directions entry spans multiple locality fields. A reviewed official approach point (HEWITT AVENUE|HAWTHORNDENE) was selected without merging it with other same-name street records.,,
370,CORO EAST & CHERRY-18,CORO EAST & CHERRY,MAIN ROAD,CHERRY GARDENS · CHANDLERS HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,The Directions entry spans multiple locality fields. A reviewed official approach point (ACKLAND HILL ROAD|COROMANDEL VALLEY) was selected without merging it with other same-name street records.,,
371,CORO STREETS-59,CORO STREETS,MAIN ROAD,COROMANDEL VALLEY · CHERRY GARDENS · CHANDLERS HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,The Directions entry spans multiple locality fields. A reviewed official approach point (ACKLAND HILL ROAD|COROMANDEL VALLEY) was selected without merging it with other same-name street records.,,
372,BLACKWOOD PARK-38,BLACKWOOD PARK,MALBEC STREET,CRAIGBURN FARM,MALBEC STREET,CRAIGBURN FARM,MALBEC STREET|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MALBEC STREET, CRAIGBURN FARM SA","6 MALBEC STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03946813819154,138.6140875638274,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
373,BLACKWOOD MAIN-260,BLACKWOOD MAIN,MALCOLM STREET,BEDFORD PARK,MALCOLM STREET,BEDFORD PARK,MALCOLM STREET|BEDFORD PARK,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MALCOLM STREET, BEDFORD PARK SA","14 MALCOLM STREET, BEDFORD PARK, SOUTH AUSTRALIA, 5042",Reviewed street-only,100,-35.02535887020048,138.56478143928763,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
374,BLACKWOOD MAIN-261,BLACKWOOD MAIN,MANDALAY AVENUE,GLENALTA,MANDALAY AVENUE,GLENALTA,MANDALAY AVENUE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MANDALAY AVENUE, GLENALTA SA","1 MANDALAY AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.007019988196866,138.63240901292662,No,,,
375,BLACKWOOD MAIN-262,BLACKWOOD MAIN,MANSON AVENUE,EDEN HILLS,MANSON AVENUE,EDEN HILLS,MANSON AVENUE|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 MANSON AVENUE, EDEN HILLS SA","2 MANSON AVENUE, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 2,100,-35.028763623205535,138.59527016638032,No,,,
376,BLACKWOOD MAIN-263,BLACKWOOD MAIN,MAPLE ROAD,HAWTHORNDENE,MAPLE ROAD,HAWTHORNDENE,MAPLE ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MAPLE ROAD, HAWTHORNDENE SA","1 MAPLE ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02125715678405,138.6296731142214,No,,,
377,BLACKWOOD MAIN-264,BLACKWOOD MAIN,MARGARET AVENUE,GLENALTA,MARGARET AVENUE,GLENALTA,MARGARET AVENUE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MARGARET AVENUE, GLENALTA SA","1 MARGARET AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.01587786050025,138.63237165670242,No,,,
378,BLACKWOOD MAIN-265,BLACKWOOD MAIN,MARINA AVENUE,BELAIR,MARINA AVENUE,BELAIR,MARINA AVENUE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MARINA AVENUE, BELAIR SA","1 MARINA AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.000954582595334,138.61514972580198,No,,,
379,CORO STREETS-61,CORO STREETS,MARION COURT,COROMANDEL VALLEY,MARION COURT,COROMANDEL VALLEY,MARION COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 MARION COURT, COROMANDEL VALLEY SA","2 MARION COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.05248144571945,138.61781873907722,No,,,
380,CORO EAST & CHERRY-19,CORO EAST & CHERRY,MARSHALL ROAD,CHERRY GARDENS,MARSHALL ROAD,CHERRY GARDENS,MARSHALL ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"MARSHALL ROAD, CHERRY GARDENS SA","55 MARSHALL ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.074653609985674,138.63201214751626,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
381,BLACKWOOD MAIN-266,BLACKWOOD MAIN,MARY STREET,EDEN HILLS,MARY STREET,EDEN HILLS,MARY STREET|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MARY STREET, EDEN HILLS SA","1 MARY STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.019026456539386,138.60490166829817,No,,,
382,BLACKWOOD PARK-39,BLACKWOOD PARK,MASLIN STREET,CRAIGBURN FARM,MASLIN STREET,CRAIGBURN FARM,MASLIN STREET|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 MASLIN STREET, CRAIGBURN FARM SA","1 MASLIN STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03989648956229,138.60876536920048,No,,,
